FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positionings,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 13,Neymar,"ST, LW",20,83,91,Santos,2013 ~ 2016,"174cm / 5'9""",65kg / 143lbs,Right,84,CAM,28-May-13,€26M,€90K,€ 0,378,70,84,62,79,83,415,92,78,78,75,92,442,92,89,93,84,84,345,77,61,86,46,75,335,56,36,88,74,81,0,78,21,24,33,59,9,9,15,15,11,2052,427,5,5,High,Medium,3,Lean (170-185),Yes,90,81,76,91,30,59,Brazil,"Speedster, Dribbler, Acrobat",Série A,SUB,31,2016,LW,10,https://cdn.sofifa.net/players/190/871/13_120.png,https://sofifa.com/player/190871/neymar-da-silva-santos-jr/130034/
FIFA 13,Hulk,"RW, ST",25,83,88,Zenit,2012 ~ 2017,"180cm / 5'11""",85kg / 187lbs,Left,84,CF,3-Sep-12,€20M,€100K,€ 0,382,81,84,68,76,73,410,83,82,84,79,82,411,88,85,78,83,77,424,92,72,84,88,88,395,89,55,85,79,87,0,102,33,41,28,46,6,10,7,11,12,2170,462,2,4,High,Medium,3,Stocky (170-185),Yes,86,86,79,82,43,86,Brazil,"Distance shooter, Strength",Premier League,RW,29,2017,RW,19,https://cdn.sofifa.net/players/189/362/13_120.png,https://sofifa.com/player/189362/givanildo-vieira-de-souza/130034/
FIFA 13,S. Kagawa,"CAM, CF, LM",23,83,86,Manchester United,2012 ~ 2016,"172cm / 5'8""",64kg / 141lbs,Right,82,CAM,19-Jul-12,€17M,€100K,€ 0,341,59,74,51,83,74,390,88,78,64,73,87,437,90,79,93,84,91,323,62,63,88,38,72,315,25,56,83,81,70,0,50,14,15,21,50,11,9,8,9,13,1906,394,4,4,High,Medium,3,Lean (170-185),No,84,71,75,88,27,49,Japan,"Dribbler, Acrobat",Premier League,LM,26,2016,Unknown,Unknown,https://cdn.sofifa.net/players/189/358/13_120.png,https://sofifa.com/player/189358/shinji-kagawa/130034/
FIFA 13,M. Balotelli,ST,21,83,90,AC Milan,2013 ~ 2017,"189cm / 6'2""",88kg / 194lbs,Right,82,ST,1-Jan-13,€26M,€110K,€ 0,379,67,84,73,76,79,385,86,74,77,60,88,369,85,83,76,76,49,392,86,71,73,84,78,372,79,39,84,75,95,0,52,20,21,11,44,13,6,11,6,8,1993,432,4,3,Medium,Low,3,Normal (185+),Yes,84,84,72,83,29,80,Italy,Unknown,Serie A,ST,45,2017,ST,9,https://cdn.sofifa.net/players/186/627/13_120.png,https://sofifa.com/player/186627/mario-balotelli/130034/
FIFA 13,A. Sánchez,"RW, LW, CF, CAM",23,83,86,FC Barcelona,2011 ~ 2016,"168cm / 5'6""",69kg / 152lbs,Right,81,RW,1-Jul-11,€17M,€110K,€ 0,359,74,74,59,76,76,381,84,74,70,70,83,430,89,85,90,80,86,363,77,66,76,69,75,342,69,42,81,77,73,0,108,30,42,36,60,10,10,15,12,13,2043,432,3,4,High,High,4,Stocky (170-),Yes,87,75,75,84,40,71,Chile,Acrobat,La Liga,RW,9,2016,LW,10,https://cdn.sofifa.net/players/184/941/13_120.png,https://sofifa.com/player/184941/alexis-sanchez/130034/
FIFA 13,A. Rami,CB,26,83,87,Valencia CF,2011 ~ 2015,"190cm / 6'3""",88kg / 194lbs,Right,82,CB,1-Jul-11,€12.5M,€80K,€ 0,318,52,47,86,70,63,303,53,43,61,76,70,304,53,58,56,68,69,349,70,71,66,90,52,294,78,83,28,51,54,0,252,83,87,82,47,9,15,12,6,5,1867,396,3,2,High,Medium,3,Normal (185+),Yes,56,53,62,60,84,81,France,Strength,La Liga,SUB,4,2015,SUB,4,https://cdn.sofifa.net/players/183/280/13_120.png,https://sofifa.com/player/183280/adil-rami/130034/
FIFA 13,M. Mandžukić,"ST, CF",26,83,84,FC Bayern München,2012 ~ 2016,"187cm / 6'2""",84kg / 185lbs,Right,82,ST,1-Jul-12,€13M,€90K,€ 0,394,64,85,91,74,80,304,76,58,51,41,78,387,76,78,76,83,74,411,82,86,83,84,76,339,85,30,84,59,81,0,92,15,41,36,46,10,8,5,8,15,1973,418,3,3,High,High,3,Lean (185+),No,77,82,62,77,36,84,Croatia,Aerial threat,Bundesliga,ST,9,2016,Unknown,Unknown,https://cdn.sofifa.net/players/181/783/13_120.png,https://sofifa.com/player/181783/mario-mandzukic/130034/
FIFA 13,E. Džeko,ST,26,83,84,Manchester City,2011 ~ 2015,"193cm / 6'4""",84kg / 185lbs,Right,82,ST,7-Jan-11,€13M,€90K,€ 0,389,70,84,80,71,84,349,82,70,54,59,84,341,69,74,58,81,59,380,88,57,72,79,84,332,51,50,82,75,74,0,55,11,28,16,63,9,11,13,15,15,1909,406,4,3,Medium,Low,3,Lean (185+),Yes,72,84,69,79,31,71,Bosnia and Herzegovina,Unknown,Premier League,SUB,10,2015,Unknown,Unknown,https://cdn.sofifa.net/players/180/930/13_120.png,https://sofifa.com/player/180930/edin-dzeko/130034/
FIFA 13,B. Ivanović,"CB, RB",28,83,83,Chelsea,2008 ~ 2016,"188cm / 6'2""",86kg / 190lbs,Right,82,CB,16-Jan-08,€8M,€80K,€ 0,324,71,56,86,64,47,291,57,69,47,55,63,314,62,65,58,82,47,370,72,75,77,85,61,325,85,85,42,56,57,0,253,84,86,83,56,14,8,12,10,12,1933,413,3,2,Medium,Medium,3,Normal (185+),Yes,64,59,62,60,85,83,Serbia,Unknown,Premier League,RB,2,2016,Unknown,Unknown,https://cdn.sofifa.net/players/178/372/13_120.png,https://sofifa.com/player/178372/branislav-ivanovic/130034/
FIFA 13,Javi Martínez,"CDM, CB, CM",23,83,86,FC Bayern München,2012 ~ 2017,"190cm / 6'3""",81kg / 179lbs,Right,82,CDM,1-Aug-12,€13M,€90K,€ 0,349,60,55,86,84,64,342,72,68,51,78,73,320,64,55,60,84,57,365,74,54,83,91,63,376,87,86,64,81,58,0,241,76,86,79,45,5,12,9,11,8,2038,434,3,3,Medium,Medium,3,Normal (185+),Yes,59,61,75,71,82,86,Spain,"Tactician, Strength",Bundesliga,RDM,8,2017,SUB,4,https://cdn.sofifa.net/players/177/610/13_120.png,https://sofifa.com/player/177610/javier-martinez-aginaga/130034/
FIFA 13,K. Boateng,"CAM, RW, CM, CF",25,83,86,AC Milan,2011 ~ 2014,"185cm / 6'1""",86kg / 190lbs,Right,82,CAM,1-Jul-11,€16.5M,€100K,€ 0,394,74,76,78,80,86,395,83,79,70,77,86,393,80,79,82,86,66,431,86,87,90,88,80,388,90,72,82,78,66,0,208,58,76,74,49,5,10,14,15,5,2258,477,4,4,High,High,3,Normal (185+),Yes,79,79,77,83,70,89,Ghana,"Engine, Strength",Serie A,SUB,10,2014,Unknown,Unknown,https://cdn.sofifa.net/players/173/909/13_120.png,https://sofifa.com/player/173909/kevin-prince-boateng/130034/
FIFA 13,A. Valencia,RM,26,83,83,Manchester United,2009 ~ 2015,"181cm / 5'11""",78kg / 172lbs,Right,82,RM,30-Jun-09,€10M,€80K,€ 0,361,84,62,65,81,69,378,83,81,65,68,81,416,89,88,81,84,74,362,81,63,82,73,63,352,73,42,81,85,71,0,142,42,49,51,46,15,10,9,6,6,2057,440,2,4,Medium,Medium,3,Normal (170-185),No,88,68,80,82,47,75,Ecuador,Unknown,Premier League,RM,7,2015,RM,16,https://cdn.sofifa.net/players/167/905/13_120.png,https://sofifa.com/player/167905/antonio-valencia/130034/
FIFA 13,A. Diamanti,"CAM, CF, RW",29,83,83,Bologna,2011 ~ 2017,"180cm / 5'11""",75kg / 165lbs,Left,82,CAM,1-Aug-11,€11M,€60K,€ 0,363,77,74,52,82,78,423,84,89,84,80,86,376,78,68,76,78,76,336,87,33,74,57,85,342,57,40,79,85,81,0,129,40,51,38,51,13,6,9,13,10,2020,422,3,4,High,Medium,3,Normal (170-185),No,73,80,82,83,44,60,Italy,Unknown,Serie A,CAM,23,2017,SUB,23,https://cdn.sofifa.net/players/163/925/13_120.png,https://sofifa.com/player/163925/alessandro-diamanti/130034/
FIFA 13,S. Mandanda,GK,27,83,86,Olympique de Marseille,2007 ~ 2016,"185cm / 6'1""",82kg / 181lbs,Right,82,GK,1-Jul-07,€9M,€90K,€ 0,80,14,9,13,31,13,85,9,13,12,28,23,263,53,43,52,79,36,208,34,74,31,61,8,111,37,23,11,29,11,0,35,10,12,13,407,83,82,80,80,82,1189,455,3,1,Medium,Medium,3,Normal (185+),Yes,83,82,80,82,48,80,France,Unknown,Ligue 1,GK,30,2016,SUB,16,https://cdn.sofifa.net/players/163/705/13_120.png,https://sofifa.com/player/163705/steve-mandanda/130034/
FIFA 13,S. Handanovič,GK,27,83,85,Inter,2012 ~ 2016,"193cm / 6'4""",89kg / 196lbs,Right,83,GK,1-Jul-12,€7M,€80K,€ 0,78,13,11,10,34,10,119,19,13,15,39,33,278,57,57,49,74,41,245,37,83,41,65,19,140,62,22,17,15,24,0,41,18,9,14,410,88,78,72,84,88,1311,467,2,1,Medium,Medium,2,Normal (185+),No,88,78,72,88,57,84,Slovenia,Unknown,Serie A,GK,1,2016,GK,1,https://cdn.sofifa.net/players/162/835/13_120.png,https://sofifa.com/player/162835/samir-handanovic/130034/
